player,nation,pos,squad,born,90s,cmp_total,att_total,cmp_perc_total,tot_dist_total,prg_dist_total,cmp_short,att_short,cmp_perc_short,cmp_medium,att_medium,cmp_perc_medium,cmp_long,att_long,cmp_perc_long,ast,ppa,crs_pa,prog,year,league 
Rubén Alcaraz,es ESP,MF,Valladolid,1991,33.1,1435,1748,82.1,30948,7169,483,540,89.4,655,724,90.5,278,439,63.3,2,2,0,107,2018,Spanish
Álex Alegría,es ESP,"FW,MF",Rayo Vallecano,1992,1.6,24,38,63.2,367,75,16,22,72.7,5,8,62.5,2,4,50,0,1,0,3,2018,Spanish
Iván Alejo,es ESP,"MF,FW",Getafe,1995,1.6,16,41,39,329,108,6,14,42.9,5,13,38.5,4,12,33.3,0,2,1,2,2018,Spanish
Carles Aleñá,es ESP,MF,Barcelona,1998,7.1,540,587,92,9394,1852,260,270,96.3,221,236,93.6,53,67,79.1,0,5,0,39,2018,Spanish
Alexander,ar ARG,DF,Leganés,1988,0.1,4,7,57.1,45,34,4,4,100,0,1,0,0,2,0,0,0,0,1,2018,Spanish
Júnior Alonso,py PAR,"DF,MF",Celta Vigo,1993,6,237,319,74.3,4324,1897,97,115,84.3,111,140,79.3,26,56,46.4,0,4,3,23,2018,Spanish
Sergio Álvarez,es ESP,GK,Celta Vigo,1986,13,293,444,66,10207,7465,35,35,100,133,136,97.8,125,272,46,0,0,0,0,2018,Spanish
Sergio Álvarez,es ESP,"MF,DF",Eibar,1992,11.9,404,496,81.5,8804,1867,121,141,85.8,198,226,87.6,83,120,69.2,0,0,0,24,2018,Spanish
Yeray Álvarez,es ESP,DF,Athletic Club,1995,29,1027,1247,82.4,22656,8314,292,323,90.4,526,582,90.4,205,331,61.9,0,5,1,66,2018,Spanish
Ibrahim Amadou,fr FRA,"MF,DF",Sevilla,1993,8.5,313,365,85.8,5925,1258,131,146,89.7,135,154,87.7,42,52,80.8,0,2,0,23,2018,Spanish
Jordi Amat,es ESP,DF,Rayo Vallecano,1992,30.7,1081,1289,83.9,23563,8418,330,376,87.8,532,585,90.9,210,302,69.5,0,0,0,83,2018,Spanish
Amath,sn SEN,"MF,FW",Getafe,1996,11.1,151,217,69.6,2506,840,88,109,80.7,47,67,70.1,16,31,51.6,2,10,4,23,2018,Spanish
Miguel Ángel Moyá,es ESP,GK,Real Sociedad,1984,11,292,362,80.7,9462,5487,31,31,100,123,124,99.2,138,207,66.7,0,0,0,0,2018,Spanish
José Ángel,es ESP,DF,Eibar,1989,33.6,1403,2147,65.3,32444,15589,414,477,86.8,646,846,76.4,332,759,43.7,1,76,30,185,2018,Spanish
Antoñito,es ESP,"DF,MF",Valladolid,1987,20.7,671,902,74.4,11242,5016,334,368,90.8,268,345,77.7,57,149,38.3,1,25,13,75,2018,Spanish
Vitorino Antunes,pt POR,DF,Getafe,1987,24.2,713,1178,60.5,15239,8474,251,312,80.4,314,453,69.3,136,361,37.7,3,34,17,88,2018,Spanish
Anuar,ma MAR,MF,Valladolid,1995,12,306,401,76.3,5423,1024,143,177,80.8,124,155,80,32,51,62.7,0,2,1,15,2018,Spanish
Emmanuel Apeh,ng NGA,MF,Celta Vigo,1996,0.2,6,7,85.7,68,2,2,3,66.7,2,2,100,0,0,,0,0,0,0,2018,Spanish
Mauro Arambarri,uy URU,MF,Getafe,1995,29.7,560,804,69.7,12668,3657,199,253,78.7,193,269,71.7,151,243,62.1,2,8,2,90,2018,Spanish
Guilherme Arana,br BRA,"MF,DF",Sevilla,1997,7,239,295,81,3834,1071,123,146,84.2,101,117,86.3,14,24,58.3,0,1,1,8,2018,Spanish
Néstor Araujo,mx MEX,DF,Celta Vigo,1991,29.8,1299,1478,87.9,27487,8432,325,360,90.3,777,838,92.7,188,260,72.3,0,6,2,57,2018,Spanish
Anaitz Arbilla,es ESP,DF,Eibar,1987,21.7,855,1094,78.2,21848,7004,177,208,85.1,410,473,86.7,263,398,66.1,2,6,1,83,2018,Spanish
Santiago Arias,co COL,DF,Atlético Madrid,1992,19.7,821,1037,79.2,13087,5983,427,477,89.5,330,418,78.9,43,100,43,1,26,9,97,2018,Spanish
José Arnaiz,es ESP,"DF,MF",Leganés,1995,1.3,25,32,78.1,337,23,13,17,76.5,11,13,84.6,0,1,0,0,0,0,0,2018,Spanish
Sergio Asenjo,es ESP,GK,Villarreal,1989,32,521,805,64.7,19300,12895,50,50,100,211,216,97.7,259,538,48.1,0,0,0,1,2018,Spanish
Marco Asensio,es ESP,FW,Real Madrid,1996,19.8,842,1020,82.5,13292,3242,487,540,90.2,262,308,85.1,78,123,63.4,4,50,18,77,2018,Spanish
Iago Aspas,es ESP,FW,Celta Vigo,1987,25,722,904,79.9,11754,2520,383,458,83.6,248,300,82.7,71,100,71,6,33,4,70,2018,Spanish
Ezequiel Ávila,ar ARG,"FW,MF",Huesca,1994,22.2,314,576,54.5,6623,2291,142,212,67,96,179,53.6,66,144,45.8,2,17,5,63,2018,Spanish
Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,1991,23.4,856,1037,82.5,19639,6851,212,235,90.2,445,488,91.2,194,301,64.5,0,0,0,28,2018,Spanish
Carlos Bacca,co COL,FW,Villarreal,1986,14.1,192,274,70.1,2908,657,112,161,69.6,57,80,71.3,16,23,69.6,1,6,0,18,2018,Spanish
Gareth Bale,wal WAL,FW,Real Madrid,1989,19.8,569,783,72.7,9852,2164,317,381,83.2,173,252,68.7,68,119,57.1,3,23,10,50,2018,Spanish
Mikel Balenziaga,es ESP,DF,Athletic Club,1988,5.8,174,230,75.7,2989,1099,81,91,89,77,98,78.6,14,34,41.2,0,3,1,15,2018,Spanish
Éver Banega,ar ARG,MF,Sevilla,1988,29.6,1820,2208,82.4,40151,13352,613,672,91.2,781,882,88.5,408,602,67.8,5,40,5,240,2018,Spanish
Léo Baptistão,br BRA,"FW,MF",Espanyol,1992,13.7,289,394,73.4,4561,1115,149,186,80.1,116,144,80.6,18,33,54.5,2,16,4,33,2018,Spanish
Enis Bardhi,mk MKD,MF,Levante,1995,31.5,894,1211,73.8,15555,4756,451,554,81.4,305,380,80.3,111,218,50.9,4,34,10,97,2018,Spanish
Antonio Barragán,es ESP,"DF,MF",Betis,1987,10.4,540,650,83.1,9051,3364,281,317,88.6,205,235,87.2,48,79,60.8,0,16,8,45,2018,Spanish
Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,2001,4.4,87,115,75.7,1256,286,52,61,85.2,30,37,81.1,4,10,40,0,3,1,7,2018,Spanish
Marc Bartra,es ESP,DF,Betis,1991,32.5,1993,2254,88.4,41893,12647,556,588,94.6,1117,1180,94.7,305,453,67.3,0,4,0,83,2018,Spanish
Borja Bastón,es ESP,FW,Alavés,1992,16,208,321,64.8,2732,470,131,180,72.8,62,97,63.9,4,11,36.4,1,4,1,11,2018,Spanish
Michy Batshuayi,be BEL,FW,Valencia,1993,5.9,106,140,75.7,1789,315,59,75,78.7,32,43,74.4,13,16,81.3,0,4,0,8,2018,Spanish
Jon Bautista,es ESP,FW,Real Sociedad,1995,6.6,83,136,61,1147,209,49,78,62.8,26,43,60.5,4,5,80,0,2,0,9,2018,Spanish
Bebé,pt POR,MF,Eibar,1990,0.7,20,32,62.5,358,61,11,12,91.7,7,12,58.3,2,7,28.6,0,1,1,1,2018,Spanish
Bebé,pt POR,"FW,MF",Rayo Vallecano,1990,14.5,317,527,60.2,5820,1443,166,216,76.9,102,156,65.4,42,122,34.4,1,16,15,28,2018,Spanish
Fran Beltrán,es ESP,MF,Celta Vigo,1999,16.9,798,884,90.3,14720,2870,334,368,90.8,348,375,92.8,104,122,85.2,0,6,0,52,2018,Spanish
Wissam Ben Yedder,fr FRA,FW,Sevilla,1990,31.2,578,788,73.4,8198,1877,360,439,82,167,233,71.7,34,66,51.5,9,27,6,56,2018,Spanish
Karim Benzema,fr FRA,FW,Real Madrid,1987,32.8,1011,1212,83.4,15068,2804,619,704,87.9,278,324,85.8,79,108,73.1,6,58,5,97,2018,Spanish
Yuri Berchiche,es ESP,"DF,FW",Athletic Club,1990,34.7,1392,1734,80.3,24282,9846,633,719,88,622,734,84.7,121,224,54,2,33,19,136,2018,Spanish
Markel Bergara,es ESP,MF,Getafe,1986,0.6,15,21,71.4,247,86,8,11,72.7,5,7,71.4,1,1,100,0,1,1,2,2018,Spanish
Pedro Bigas,es ESP,DF,Eibar,1990,6.5,249,307,81.1,6243,1798,52,58,89.7,120,140,85.7,75,105,71.4,1,2,0,34,2018,Spanish
Alejandro Blanco,es ESP,"FW,MF",Alavés,1998,0.2,4,6,66.7,37,10,4,6,66.7,0,0,,0,0,,0,0,0,0,2018,Spanish
Rubén Blanco,es ESP,GK,Celta Vigo,1995,25,529,813,65.1,18661,12573,63,65,96.9,240,240,100,225,507,44.4,0,1,0,0,2018,Spanish
Pablo de Blasis,ar ARG,"DF,MF",Eibar,1988,16.9,554,793,69.9,10301,4298,230,269,85.5,256,337,76,65,159,40.9,0,31,16,75,2018,Spanish
Emmanuel Boateng,gh GHA,FW,Levante,1996,7.8,70,107,65.4,924,152,44,63,69.8,20,31,64.5,3,9,33.3,0,1,0,4,2018,Spanish
Kevin-Prince Boateng,gh GHA,FW,Barcelona,1987,2.7,49,65,75.4,652,58,30,39,76.9,12,15,80,4,5,80,0,0,0,2,2018,Spanish
Daniele Bonera,it ITA,DF,Villarreal,1981,2.6,86,94,91.5,1937,594,22,22,100,46,49,93.9,18,22,81.8,0,0,0,3,2018,Spanish
Ryad Boudebouz,dz ALG,"MF,FW",Betis,1990,6,278,343,81,4535,877,145,168,86.3,103,117,88,26,48,54.2,0,10,1,22,2018,Spanish
Ryad Boudebouz,dz ALG,MF,Celta Vigo,1990,8,300,391,76.7,5375,1668,141,158,89.2,104,129,80.6,43,78,55.1,2,13,4,41,2018,Spanish
Sofiane Boufal,ma MAR,"MF,FW",Celta Vigo,1993,23.2,674,885,76.2,10717,2836,382,442,86.4,217,276,78.6,61,121,50.4,3,38,5,81,2018,Spanish
Yassine Bounou,ma MAR,GK,Girona,1991,31.8,641,963,66.6,21944,13092,48,48,100,289,292,99,301,620,48.5,0,0,0,0,2018,Spanish
Martin Braithwaite,dk DEN,FW,Leganés,1991,15.6,184,249,73.9,2473,381,119,150,79.3,53,71,74.6,7,13,53.8,5,4,0,9,2018,Spanish
Darko Bra_anac,rs SRB,MF,Alavés,1992,17.6,494,617,80.1,8965,2371,202,239,84.5,227,266,85.3,56,87,64.4,1,5,1,44,2018,Spanish
Rajko Bre_an_i_,rs SRB,DF,Huesca,1989,0.7,15,24,62.5,292,109,8,11,72.7,5,7,71.4,2,5,40,0,0,0,2,2018,Spanish
Bryan,es ESP,"MF,FW",Sevilla,2001,1.9,54,81,66.7,732,179,33,41,80.5,18,26,69.2,1,6,16.7,1,2,1,4,2018,Spanish
Burgui,es ESP,"MF,FW",Alavés,1993,6.2,167,212,78.8,2930,961,85,98,86.7,57,72,79.2,22,35,62.9,0,7,2,23,2018,Spanish
Sergio Busquets,es ESP,MF,Barcelona,1988,30.2,2163,2397,90.2,40275,10802,877,952,92.1,960,1039,92.4,280,331,84.6,1,15,0,167,2018,Spanish
Unai Bustinza,es ESP,DF,Leganés,1992,22.5,708,1011,70,15323,6592,228,269,84.8,334,416,80.3,135,304,44.4,1,13,7,67,2018,Spanish
Erick Cabaco,uy URU,DF,Levante,1995,18.1,516,708,72.9,11107,5274,182,207,87.9,226,284,79.6,100,200,50,0,6,0,59,2018,Spanish
Gustavo Cabral,ar ARG,DF,Celta Vigo,1985,21.1,807,926,87.1,17145,4751,222,239,92.9,445,488,91.2,131,182,72,0,2,0,29,2018,Spanish
Leandro Cabrera,uy URU,DF,Getafe,1991,31,576,1073,53.7,15494,7731,126,195,64.6,245,395,62,200,441,45.4,0,9,3,95,2018,Spanish
Jordi Calavera,es ESP,DF,Eibar,1995,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,,2018,Spanish
Fernando Calero,es ESP,DF,Valladolid,1995,34.8,1221,1432,85.3,25946,9756,356,395,90.1,668,716,93.3,193,311,62.1,0,5,1,82,2018,Spanish
Jonathan Calleri,ar ARG,FW,Alavés,1993,31.9,457,740,61.8,6842,1613,265,371,71.4,132,241,54.8,38,73,52.1,2,19,7,48,2018,Spanish
Juanjo Camacho,es ESP,MF,Huesca,1980,0.4,13,22,59.1,95,43,8,11,72.7,1,4,25,0,3,0,0,0,0,0,2018,Spanish
Sergio Camello,es ESP,FW,Atlético Madrid,2001,0.5,8,10,80,123,34,5,5,100,3,3,100,0,1,0,0,0,0,1,2018,Spanish
José Campaña,es ESP,MF,Levante,1993,35.7,1584,1965,80.6,29282,9205,693,782,88.6,641,739,86.7,225,387,58.1,9,25,6,185,2018,Spanish
Sergio Canales,es ESP,"MF,FW",Betis,1991,29.5,1554,1859,83.6,27961,5084,704,756,93.1,669,741,90.3,159,306,52,2,40,11,99,2018,Spanish
Ander Capa,es ESP,DF,Athletic Club,1992,18.2,673,919,73.2,11706,4540,308,356,86.5,293,386,75.9,58,129,45,0,27,8,63,2018,Spanish
Marc Cardona,es ESP,"FW,MF",Eibar,1995,6.7,128,179,71.5,1793,379,81,102,79.4,38,53,71.7,5,12,41.7,1,4,1,9,2018,Spanish
Daniel Carriço,pt POR,DF,Sevilla,1988,23.7,806,989,81.5,16321,6048,294,321,91.6,366,414,88.4,139,240,57.9,1,7,1,57,2018,Spanish
Guido Carrillo,ar ARG,FW,Leganés,1991,22.1,416,623,66.8,5593,944,265,360,73.6,111,181,61.3,17,36,47.2,1,4,0,32,2018,Spanish
Dani Carvajal,es ESP,DF,Real Madrid,1992,23.4,1591,1834,86.8,27635,9118,820,892,91.9,569,643,88.5,186,238,78.2,2,28,8,104,2018,Spanish
William Carvalho,pt POR,MF,Betis,1992,26.5,1704,1911,89.2,31916,7781,703,777,90.5,764,819,93.3,213,269,79.2,5,28,0,176,2018,Spanish
Casemiro,br BRA,MF,Real Madrid,1992,25.7,1438,1629,88.3,28199,7180,612,660,92.7,542,601,90.2,256,322,79.5,0,14,1,107,2018,Spanish
Santiago Cáseres,ar ARG,MF,Villarreal,1997,17.6,781,861,90.7,16401,3588,268,286,93.7,348,376,92.6,155,182,85.2,1,5,1,69,2018,Spanish
Catena,es ESP,DF,Rayo Vallecano,1994,2,78,88,88.6,1743,628,25,26,96.2,35,37,94.6,18,23,78.3,0,0,0,8,2018,Spanish
Santi Cazorla,es ESP,"MF,FW",Villarreal,1984,29.4,1413,1744,81,29624,9487,532,596,89.3,601,688,87.4,264,429,61.5,10,50,10,176,2018,Spanish
Dani Ceballos,es ESP,"MF,FW",Real Madrid,1996,13.9,964,1045,92.2,15986,3292,495,527,93.9,365,382,95.5,84,97,86.6,0,16,1,62,2018,Spanish
Charles,br BRA,FW,Eibar,1984,19.3,386,561,68.8,5384,925,247,321,76.9,106,174,60.9,21,30,70,1,10,1,35,2018,Spanish
Chechu,es ESP,DF,Rayo Vallecano,1982,1,43,50,86,962,365,9,11,81.8,27,31,87.1,7,8,87.5,0,0,0,3,2018,Spanish
Chema,es ESP,DF,Levante,1992,13.9,285,380,75,6210,2839,94,111,84.7,133,152,87.5,56,111,50.5,0,1,0,33,2018,Spanish
Denis Cheryshev,ru RUS,"MF,FW",Valencia,1990,19,472,722,65.4,8457,2608,215,287,74.9,194,283,68.6,55,119,46.2,2,37,21,66,2018,Spanish
Leandro Chichizola,ar ARG,GK,Getafe,1990,1,12,26,46.2,597,454,0,0,,3,3,100,9,23,39.1,0,0,0,0,2018,Spanish
Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,1999,19,387,540,71.7,6785,1823,190,240,79.2,148,193,76.7,45,73,61.6,2,21,4,57,2018,Spanish
Jasper Cillessen,nl NED,GK,Barcelona,1989,3,102,115,88.7,2543,1438,16,16,100,59,59,100,25,38,65.8,0,0,0,0,2018,Spanish
Coke,es ESP,DF,Levante,1987,20.2,700,925,75.7,12239,5761,348,406,85.7,282,354,79.7,64,133,48.1,0,22,10,81,2018,Spanish
Álex Collado,es ESP,FW,Barcelona,1999,0.9,24,28,85.7,356,41,15,17,88.2,8,8,100,1,1,100,0,0,0,1,2018,Spanish
Santi Comesaña,es ESP,MF,Rayo Vallecano,1996,22.6,916,1075,85.2,18193,5038,337,387,87.1,417,467,89.3,143,184,77.7,1,9,3,80,2018,Spanish
Duje _op,hr CRO,FW,Valladolid,1990,7.6,120,176,68.2,1589,298,73,92,79.3,29,51,56.9,9,13,69.2,0,6,5,7,2018,Spanish
Francis Coquelin,fr FRA,MF,Valencia,1991,19.6,840,974,86.2,16494,4326,341,381,89.5,362,400,90.5,129,172,75,1,7,0,73,2018,Spanish
Iñigo Córdoba,es ESP,FW,Athletic Club,1997,14.7,308,457,67.4,4828,1473,179,228,78.5,101,139,72.7,25,64,39.1,4,20,9,28,2018,Spanish
Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,1995,21.3,566,766,73.9,8494,2177,331,398,83.2,191,255,74.9,29,60,48.3,2,22,3,62,2018,Spanish
Diego Costa,es ESP,FW,Atlético Madrid,1988,12.4,220,311,70.7,2992,414,144,177,81.4,56,87,64.4,10,14,71.4,2,8,0,16,2018,Spanish
Jaume Costa,es ESP,DF,Villarreal,1988,16.6,781,964,81,14164,5785,324,358,90.5,379,431,87.9,72,149,48.3,0,19,6,88,2018,Spanish
David Costas,es ESP,DF,Celta Vigo,1995,13,614,689,89.1,12945,3973,177,190,93.2,325,344,94.5,107,142,75.4,0,0,0,21,2018,Spanish
Thibaut Courtois,be BEL,GK,Real Madrid,1992,27,643,831,77.4,18387,9686,76,76,100,371,374,99.2,194,378,51.3,0,0,0,0,2018,Spanish
Philippe Coutinho,br BRA,"FW,MF",Barcelona,1992,22.4,1260,1464,86.1,19541,4130,711,778,91.4,449,494,90.9,79,136,58.1,2,51,3,108,2018,Spanish
Sebastián Cristóforo,uy URU,"MF,FW",Getafe,1993,5,120,155,77.4,2371,813,49,57,86,44,49,89.8,22,38,57.9,2,2,0,15,2018,Spanish
Cucho,co COL,FW,Huesca,1999,23.9,403,606,66.5,6898,1888,214,285,75.1,122,184,66.3,53,93,57,3,36,13,51,2018,Spanish
Marc Cucurella,es ESP,"MF,FW",Eibar,1998,26.2,763,997,76.5,12127,3490,408,474,86.1,296,385,76.9,48,90,53.3,2,29,14,68,2018,Spanish
Iván Cuéllar,es ESP,GK,Leganés,1984,33.9,576,1051,54.8,26398,19894,30,31,96.8,149,156,95.5,397,864,45.9,0,1,0,0,2018,Spanish
Sergi Darder,es ESP,MF,Espanyol,1993,30.1,1025,1313,78.1,19696,5741,413,481,85.9,452,537,84.2,149,260,57.3,2,32,5,135,2018,Spanish
Moisés Delgado,es ESP,DF,Valladolid,1994,3,71,100,71,1245,475,32,35,91.4,30,40,75,7,21,33.3,0,3,2,6,2018,Spanish
Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,1997,18.5,790,1018,77.6,12801,2943,433,513,84.4,272,347,78.4,69,113,61.1,5,47,12,70,2018,Spanish
Franco Di Santo,ar ARG,FW,Rayo Vallecano,1989,1.9,22,36,61.1,271,24,16,23,69.6,4,10,40,1,1,100,0,0,0,0,2018,Spanish
Mouctar Diakhaby,fr FRA,DF,Valencia,1996,17.6,592,688,86,12641,4126,172,194,88.7,321,349,92,96,138,69.6,0,0,0,30,2018,Spanish
Brahim Díaz,es ESP,FW,Real Madrid,1999,4.2,147,174,84.5,1978,475,98,105,93.3,38,50,76,6,10,60,1,6,0,13,2018,Spanish
Javier Díaz,es ESP,GK,Sevilla,1997,1,14,24,58.3,485,300,0,0,,8,9,88.9,6,15,40,0,0,0,0,2018,Spanish
Adrián Diéguez,es ESP,DF,Huesca,1996,8.3,153,200,76.5,3193,1329,55,59,93.2,75,86,87.2,23,52,44.2,0,0,0,10,2018,Spanish
Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,1993,21,430,648,66.4,16020,11139,29,31,93.5,189,194,97.4,212,422,50.2,0,1,0,0,2018,Spanish
Papakouli Diop,sn SEN,MF,Eibar,1986,26.1,850,1145,74.2,17339,4316,272,356,76.4,449,567,79.2,121,197,61.4,1,16,1,123,2018,Spanish
Djené,tg TOG,DF,Getafe,1991,33.1,705,973,72.5,16148,5352,175,226,77.4,362,452,80.1,164,273,60.1,0,6,1,72,2018,Spanish
Marko Dmitrovi_,rs SRB,GK,Eibar,1992,24,371,748,49.6,17658,14230,29,29,100,94,96,97.9,248,623,39.8,0,0,0,0,2018,Spanish
Jaume Doménech,es ESP,GK,Valencia,1990,4,58,94,61.7,2173,1690,6,6,100,21,21,100,31,67,46.3,0,0,0,0,2018,Spanish
Cheick Doukouré,ci CIV,MF,Levante,1992,3.5,85,113,75.2,1614,420,32,47,68.1,42,51,82.4,9,12,75,0,1,0,11,2018,Spanish
Seydou Doumbia,ci CIV,FW,Girona,1987,6,52,71,73.2,653,119,35,44,79.5,12,15,80,2,3,66.7,0,2,0,5,2018,Spanish
Óscar Duarte,cr CRC,"DF,MF",Espanyol,1989,7.3,300,342,87.7,6568,1960,80,84,95.2,165,177,93.2,52,75,69.3,0,3,0,15,2018,Spanish
Rubén Duarte,es ESP,DF,Alavés,1995,30.8,847,1231,68.8,16222,8064,360,420,85.7,349,468,74.6,126,303,41.6,0,21,11,85,2018,Spanish
Hugo Duro,es ESP,"MF,FW",Getafe,1999,4.6,46,68,67.6,573,143,34,41,82.9,8,17,47.1,2,5,40,0,2,0,3,2018,Spanish
Raphael Dwamena,gh GHA,FW,Levante,1995,2.5,31,49,63.3,460,108,17,25,68,9,15,60,2,4,50,1,2,1,2,2018,Spanish
Dennis Eckert,de GER,FW,Celta Vigo,1997,2.4,30,43,69.8,432,73,18,23,78.3,10,14,71.4,2,2,100,0,0,0,2,2018,Spanish
Aritz Elustondo,es ESP,DF,Real Sociedad,1994,25,973,1219,79.8,19576,6906,305,346,88.2,535,605,88.4,126,232,54.3,0,12,7,60,2018,Spanish
Gorka Elustondo,es ESP,MF,Rayo Vallecano,1987,3.2,107,133,80.5,2274,784,39,47,83,44,52,84.6,21,28,75,0,3,1,12,2018,Spanish
Rodrigo Ely,br BRA,DF,Alavés,1993,4.8,100,135,74.1,2651,994,23,26,88.5,46,56,82.1,31,49,63.3,0,0,0,5,2018,Spanish
Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,1992,25.4,510,837,60.9,9910,3363,230,293,78.5,176,255,69,89,231,38.5,6,24,15,40,2018,Spanish
Emerson,br BRA,DF,Betis,1999,3.5,164,202,81.2,2309,884,108,122,88.5,43,57,75.4,8,13,61.5,0,7,2,14,2018,Spanish
Youssef En-Nesyri,ma MAR,FW,Leganés,1997,23.4,278,495,56.2,4351,1104,176,264,66.7,68,137,49.6,26,60,43.3,2,8,3,37,2018,Spanish
Sergi Enrich,es ESP,FW,Eibar,1990,28.7,683,926,73.8,9507,1207,446,565,78.9,181,254,71.3,31,45,68.9,4,13,1,38,2018,Spanish
Javier Eraso,es ESP,"MF,FW",Leganés,1990,7,175,229,76.4,2862,529,92,104,88.5,64,80,80,16,33,48.5,0,1,0,9,2018,Spanish
Gonzalo Escalante,ar ARG,MF,Eibar,1993,19.9,597,768,77.7,11065,2206,251,308,81.5,271,325,83.4,69,107,64.5,1,7,1,59,2018,Spanish
Sergio Escudero,es ESP,"DF,MF",Sevilla,1989,17.2,752,951,79.1,13180,5433,342,371,92.2,334,402,83.1,64,146,43.8,1,27,9,84,2018,Spanish
Bernardo Espinosa,co COL,DF,Girona,1989,30.3,1203,1365,88.1,28127,8029,215,236,91.1,728,782,93.1,258,336,76.8,1,3,1,48,2018,Spanish
Beñat Etxebarria,es ESP,MF,Athletic Club,1987,22.6,996,1241,80.3,20811,5626,372,409,91,417,471,88.5,196,333,58.9,2,18,4,103,2018,Spanish
Xabier Etxeita,es ESP,DF,Huesca,1987,29.7,659,866,76.1,14516,6094,209,237,88.2,294,344,85.5,147,262,56.1,0,3,0,62,2018,Spanish
Zouhair Feddal,ma MAR,DF,Betis,1989,18.9,1104,1282,86.1,23655,7024,343,380,90.3,585,625,93.6,174,271,64.2,1,8,0,63,2018,Spanish
Aitor Fernández,es ESP,GK,Levante,1991,16,272,455,59.8,9898,6785,24,24,100,99,100,99,148,330,44.8,0,0,0,0,2018,Spanish
Andrés Fernández,es ESP,GK,Villarreal,1986,6,133,187,71.1,4831,3098,7,7,100,57,57,100,69,123,56.1,0,0,0,0,2018,Spanish
Borja Fernández,es ESP,"MF,DF",Valladolid,1981,9.3,308,391,78.8,6397,1662,108,132,81.8,141,170,82.9,55,81,67.9,0,0,0,23,2018,Spanish
Joaquín Fernández,es ESP,"DF,MF",Valladolid,1996,9.3,244,300,81.3,4840,1290,75,86,87.2,133,147,90.5,34,57,59.6,0,0,0,13,2018,Spanish
David Ferreiro,es ESP,"FW,MF",Huesca,1988,25.3,645,1033,62.4,12093,4100,295,358,82.4,230,351,65.5,105,281,37.4,3,43,23,65,2018,Spanish
Facundo Ferreyra,ar ARG,"FW,MF",Espanyol,1991,2.3,32,47,68.1,463,76,20,24,83.3,10,17,58.8,1,2,50,0,0,0,2,2018,Spanish
Junior Firpo,es ESP,"DF,MF",Betis,1996,21.5,915,1132,80.8,15433,4723,442,502,88,393,483,81.4,65,108,60.2,4,17,4,70,2018,Spanish
Mathieu Flamini,fr FRA,MF,Getafe,1984,5,90,131,68.7,1662,544,39,57,68.4,35,50,70,14,22,63.6,0,1,0,11,2018,Spanish
Pablo Fornals,es ESP,"MF,FW",Villarreal,1996,27.5,926,1194,77.6,16907,4940,430,514,83.7,354,431,82.1,126,189,66.7,3,40,8,114,2018,Spanish
Dimitri Foulquier,fr FRA,"MF,FW",Getafe,1993,20,291,475,61.3,5057,1846,142,187,75.9,111,173,64.2,33,71,46.5,2,9,4,36,2018,Spanish
Javi Fuego,es ESP,MF,Villarreal,1984,2.6,108,136,79.4,1897,734,46,53,86.8,50,57,87.7,9,17,52.9,0,0,0,9,2018,Spanish
Ramiro Funes Mori,ar ARG,"DF,MF",Villarreal,1991,29.2,995,1211,82.2,23044,6903,255,286,89.2,489,545,89.7,246,362,68,1,4,0,67,2018,Spanish
Javi Galán,es ESP,"DF,MF",Huesca,1994,16,421,627,67.1,7173,3623,202,241,83.8,168,233,72.1,44,118,37.3,2,17,14,36,2018,Spanish
Álex Gallar,es ESP,"MF,FW",Huesca,1992,11.2,345,470,73.4,6464,2436,159,196,81.1,124,159,78,57,99,57.6,1,17,6,40,2018,Spanish
Enric Gallego,es ESP,FW,Huesca,1986,17.1,222,383,58,3001,836,137,211,64.9,58,108,53.7,13,25,52,1,10,3,33,2018,Spanish
Álex Gálvez,es ESP,DF,Rayo Vallecano,1989,15.7,556,676,82.2,11892,4490,169,183,92.3,275,304,90.5,103,172,59.9,0,2,0,26,2018,Spanish
Kévin Gameiro,fr FRA,FW,Valencia,1987,17.9,334,434,77,4684,767,208,240,86.7,110,140,78.6,11,18,61.1,1,13,0,25,2018,Spanish
Cristian Ganea,ro ROU,MF,Athletic Club,1992,0.5,10,11,90.9,273,95,0,0,,8,8,100,2,3,66.7,0,1,0,2,2018,Spanish
Ezequiel Garay,ar ARG,DF,Valencia,1986,23.7,908,1066,85.2,20429,6945,224,247,90.7,507,542,93.5,173,271,63.8,0,4,0,70,2018,Spanish
Borja Garcés,es ESP,"FW,MF",Atlético Madrid,1999,0.2,2,4,50,28,7,2,2,100,0,0,,0,0,,0,0,0,0,2018,Spanish
Alberto García,es ESP,GK,Rayo Vallecano,1985,17,381,532,71.6,13536,8694,35,36,97.2,158,164,96.3,188,332,56.6,0,0,0,0,2018,Spanish
Aleix García,es ESP,MF,Girona,1997,18.5,929,1126,82.5,18453,5118,382,425,89.9,386,443,87.1,152,238,63.9,1,16,3,95,2018,Spanish
