player,nation,pos,squad,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_vs_dribbles,att_vs_dribbles,tkl_perc_vs_dribbles,past_vs_dribbles,press,succ,percent,def_3rd_pressures,mid_3rd_pressures,att_3rd_pressures,blocks,sh_blocks,shsv_blocks,pass_blocks,int,tkl_and_int,clr,err,year,league
Asier Illarramendi,es ESP,MF,Real Sociedad,1990,33.4,,78,,,,,,,,,,,,,,,,,,113,0,,,2016,Spanish
Sverrir Ingi Ingason,is ISL,DF,Granada,1993,16.3,,22,,,,,,,,,,,,,,,,,,36,0,,,2016,Spanish
Andrés Iniesta,es ESP,MF,Barcelona,1984,14.8,,23,,,,,,,,,,,,,,,,,,12,0,,,2016,Spanish
Pablo Insua,es ESP,DF,Leganés,1993,21.3,,22,,,,,,,,,,,,,,,,,,59,0,,,2016,Spanish
Takashi Inui,jp JPN,MF,Eibar,1988,22.8,,46,,,,,,,,,,,,,,,,,,26,0,,,2016,Spanish
Gorka Iraizoz,es ESP,GK,Athletic Club,1981,15.6,,0,,,,,,,,,,,,,,,,,,0,0,,,2016,Spanish
Isco,es ESP,"MF,FW",Real Madrid,1992,18.2,,34,,,,,,,,,,,,,,,,,,19,0,,,2016,Spanish
Ander Iturraspe,es ESP,MF,Athletic Club,1989,12.9,,21,,,,,,,,,,,,,,,,,,34,0,,,2016,Spanish
Jesé,es ESP,"MF,FW",Las Palmas,1993,12.9,,18,,,,,,,,,,,,,,,,,,8,0,,,2016,Spanish
Joaquín,es ESP,"FW,MF",Betis,1981,18.5,,13,,,,,,,,,,,,,,,,,,16,0,,,2016,Spanish
Ola John,nl NED,"MF,FW",La Coruña,1992,3.9,,4,,,,,,,,,,,,,,,,,,7,0,,,2016,Spanish
Jony,es ESP,MF,Málaga,1991,13.8,,9,,,,,,,,,,,,,,,,,,18,0,,,2016,Spanish
Willian José,br BRA,FW,Real Sociedad,1991,22.8,,9,,,,,,,,,,,,,,,,,,6,0,,,2016,Spanish
Joselu,es ESP,FW,La Coruña,1990,9.8,,8,,,,,,,,,,,,,,,,,,2,0,,,2016,Spanish
Jota,es ESP,MF,Eibar,1991,2.2,,1,,,,,,,,,,,,,,,,,,1,0,,,2016,Spanish
Stevan Jovetić,me MNE,FW,Sevilla,1989,13.4,,5,,,,,,,,,,,,,,,,,,1,0,,,2016,Spanish
Jozabed,es ESP,MF,Celta Vigo,1991,12.1,,13,,,,,,,,,,,,,,,,,,12,0,,,2016,Spanish
Juanfran,es ESP,DF,Atlético Madrid,1985,22,,29,,,,,,,,,,,,,,,,,,33,0,,,2016,Spanish
Juanfran,es ESP,DF,La Coruña,1988,32.8,,49,,,,,,,,,,,,,,,,,,63,0,,,2016,Spanish
Juankar,es ESP,"DF,MF",Málaga,1990,22.9,,41,,,,,,,,,,,,,,,,,,61,0,,,2016,Spanish
Juanmi,es ESP,"FW,MF",Real Sociedad,1993,20.5,,14,,,,,,,,,,,,,,,,,,5,0,,,2016,Spanish
Juanpi,ve VEN,"MF,FW",Málaga,1994,16.3,,25,,,,,,,,,,,,,,,,,,11,0,,,2016,Spanish
David Juncà,es ESP,DF,Eibar,1993,7.6,,17,,,,,,,,,,,,,,,,,,16,0,,,2016,Spanish
Gaël Kakuta,cd COD,MF,La Coruña,1991,6,,7,,,,,,,,,,,,,,,,,,2,0,,,2016,Spanish
Carlos Kameni,cm CMR,GK,Málaga,1984,35,,2,,,,,,,,,,,,,,,,,,4,0,,,2016,Spanish
Aleksandar Katai,rs SRB,"MF,FW",Alavés,1991,8.7,,12,,,,,,,,,,,,,,,,,,8,0,,,2016,Spanish
Keko,es ESP,MF,Málaga,1991,11.6,,26,,,,,,,,,,,,,,,,,,16,0,,,2016,Spanish
Kike,es ESP,FW,Eibar,1989,17,,11,,,,,,,,,,,,,,,,,,8,0,,,2016,Spanish
Hiroshi Kiyotake,jp JPN,"MF,FW",Sevilla,1989,3.2,,2,,,,,,,,,,,,,,,,,,2,0,,,2016,Spanish
Kenan Kodro,ba BIH,FW,Osasuna,1993,16.3,,13,,,,,,,,,,,,,,,,,,3,0,,,2016,Spanish
Koke,es ESP,MF,Atlético Madrid,1992,35.2,,66,,,,,,,,,,,,,,,,,,50,0,,,2016,Spanish
Timothée Kolodziejczak,fr FRA,DF,Sevilla,1991,3.7,,9,,,,,,,,,,,,,,,,,,13,0,,,2016,Spanish
Bakary Koné,bf BFA,DF,Málaga,1988,6.7,,5,,,,,,,,,,,,,,,,,,13,0,,,2016,Spanish
Mamadou Koné,ci CIV,FW,Leganés,1991,2,,2,,,,,,,,,,,,,,,,,,1,0,,,2016,Spanish
Panagiotis Kone,gr GRE,MF,Granada,1987,0.5,,1,,,,,,,,,,,,,,,,,,1,0,,,2016,Spanish
Mateo Kovačić,hr CRO,MF,Real Madrid,1994,18.7,,46,,,,,,,,,,,,,,,,,,23,0,,,2016,Spanish
Matías Kranevitter,ar ARG,MF,Sevilla,1993,14.3,,24,,,,,,,,,,,,,,,,,,35,0,,,2016,Spanish
Artem Kravets,ua UKR,FW,Granada,1989,15.3,,7,,,,,,,,,,,,,,,,,,4,0,,,2016,Spanish
Rene Krhin,si SVN,MF,Granada,1990,10.4,,5,,,,,,,,,,,,,,,,,,17,0,,,2016,Spanish
Michael Krohn-Dehli,dk DEN,"MF,FW",Sevilla,1983,1.9,,2,,,,,,,,,,,,,,,,,,2,0,,,2016,Spanish
Toni Kroos,de GER,MF,Real Madrid,1990,27.7,,56,,,,,,,,,,,,,,,,,,35,0,,,2016,Spanish
Nenad Krstičić,rs SRB,MF,Alavés,1990,8.2,,14,,,,,,,,,,,,,,,,,,16,0,,,2016,Spanish
Zdravko Kuzmanović,rs SRB,MF,Málaga,1987,2.3,,2,,,,,,,,,,,,,,,,,,3,0,,,2016,Spanish
Víctor Laguardia,es ESP,DF,Alavés,1989,23.9,,27,,,,,,,,,,,,,,,,,,51,0,,,2016,Spanish
Aymeric Laporte,fr FRA,DF,Athletic Club,1994,31.8,,41,,,,,,,,,,,,,,,,,,66,0,,,2016,Spanish
Miguel de las Cuevas,es ESP,MF,Osasuna,1986,19.9,,27,,,,,,,,,,,,,,,,,,19,0,,,2016,Spanish
Toni Lato,es ESP,DF,Valencia,1997,5.4,,12,,,,,,,,,,,,,,,,,,11,0,,,2016,Spanish
Laure,es ESP,DF,La Coruña,1985,4.8,,7,,,,,,,,,,,,,,,,,,11,0,,,2016,Spanish
Florian Lejeune,fr FRA,DF,Eibar,1991,33,,34,,,,,,,,,,,,,,,,,,72,0,,,2016,Spanish
Iñigo Lekue,es ESP,"MF,DF",Athletic Club,1993,17.6,,41,,,,,,,,,,,,,,,,,,16,0,,,2016,Spanish
Álvaro Lemos,es ESP,"DF,MF",Celta Vigo,1993,4.8,,6,,,,,,,,,,,,,,,,,,12,0,,,2016,Spanish
Mauricio Lemos,uy URU,DF,Las Palmas,1995,20.6,,26,,,,,,,,,,,,,,,,,,40,0,,,2016,Spanish
Clément Lenglet,fr FRA,DF,Sevilla,1995,15.1,,28,,,,,,,,,,,,,,,,,,25,0,,,2016,Spanish
Pedro León,es ESP,MF,Eibar,1986,33.3,,23,,,,,,,,,,,,,,,,,,37,0,,,2016,Spanish
Sergio León,es ESP,FW,Osasuna,1989,26.5,,2,,,,,,,,,,,,,,,,,,3,0,,,2016,Spanish
Lillo,es ESP,DF,Sporting Gijón,1989,23.7,,32,,,,,,,,,,,,,,,,,,57,0,,,2016,Spanish
Marko Livaja,hr CRO,FW,Las Palmas,1993,16,,12,,,,,,,,,,,,,,,,,,4,0,,,2016,Spanish
Raúl Lizoain,es ESP,GK,Las Palmas,1991,13,,1,,,,,,,,,,,,,,,,,,3,0,,,2016,Spanish
Diego Llorente,es ESP,"DF,MF",Málaga,1993,22.6,,28,,,,,,,,,,,,,,,,,,77,0,,,2016,Spanish
Marcos Llorente,es ESP,MF,Alavés,1995,31.2,,91,,,,,,,,,,,,,,,,,,86,0,,,2016,Spanish
Raoul Loé,cm CMR,MF,Osasuna,1989,6.3,,8,,,,,,,,,,,,,,,,,,23,0,,,2016,Spanish
David Lombán,es ESP,DF,Granada,1987,20.4,,17,,,,,,,,,,,,,,,,,,39,0,,,2016,Spanish
Hélder Lopes,pt POR,DF,Las Palmas,1989,13.6,,19,,,,,,,,,,,,,,,,,,19,0,,,2016,Spanish
Adrián López,es ESP,"FW,MF",Villarreal,1988,7.5,,5,,,,,,,,,,,,,,,,,,5,0,,,2016,Spanish
David López,es ESP,"DF,MF",Espanyol,1989,36,,66,,,,,,,,,,,,,,,,,,67,0,,,2016,Spanish
Diego López,es ESP,GK,Espanyol,1981,34.6,,0,,,,,,,,,,,,,,,,,,0,0,,,2016,Spanish
Isma López,es ESP,"DF,MF",Sporting Gijón,1990,19.3,,29,,,,,,,,,,,,,,,,,,29,0,,,2016,Spanish
Javi López,es ESP,DF,Espanyol,1986,16.9,,44,,,,,,,,,,,,,,,,,,35,0,,,2016,Spanish
Unai López,es ESP,MF,Leganés,1995,13,,18,,,,,,,,,,,,,,,,,,8,0,,,2016,Spanish
Alberto Lora,es ESP,DF,Sporting Gijón,1987,4.2,,7,,,,,,,,,,,,,,,,,,7,0,,,2016,Spanish
Luciano,br BRA,FW,Leganés,1993,13.2,,14,,,,,,,,,,,,,,,,,,6,0,,,2016,Spanish
José Luis Gayà,es ESP,DF,Valencia,1995,23.2,,52,,,,,,,,,,,,,,,,,,40,0,,,2016,Spanish
Filipe Luís,br BRA,DF,Atlético Madrid,1985,33.4,,77,,,,,,,,,,,,,,,,,,67,0,,,2016,Spanish
Luisinho,pt POR,"DF,MF",La Coruña,1985,21.2,,43,,,,,,,,,,,,,,,,,,43,0,,,2016,Spanish
Antonio Luna,es ESP,DF,Eibar,1991,23.5,,30,,,,,,,,,,,,,,,,,,67,0,,,2016,Spanish
Germán Lux,ar ARG,GK,La Coruña,1982,24.5,,0,,,,,,,,,,,,,,,,,,3,0,,,2016,Spanish
Darwin Machís,ve VEN,"MF,FW",Leganés,1993,12,,11,,,,,,,,,,,,,,,,,,13,0,,,2016,Spanish
Aly Mallé,ml MLI,"MF,FW",Granada,1998,5.6,,9,,,,,,,,,,,,,,,,,,10,0,,,2016,Spanish
Hugo Mallo,es ESP,DF,Celta Vigo,1991,22.1,,36,,,,,,,,,,,,,,,,,,65,0,,,2016,Spanish
Aïssa Mandi,dz ALG,DF,Betis,1991,24.6,,34,,,,,,,,,,,,,,,,,,56,0,,,2016,Spanish
Eliaquim Mangala,fr FRA,DF,Valencia,1991,29.4,,40,,,,,,,,,,,,,,,,,,69,0,,,2016,Spanish
Martín Mantovani,ar ARG,DF,Leganés,1984,29.9,,30,,,,,,,,,,,,,,,,,,69,0,,,2016,Spanish
José Manuel Jurado,es ESP,MF,Espanyol,1986,27.3,,33,,,,,,,,,,,,,,,,,,20,0,,,2016,Spanish
Marcelo,br BRA,DF,Real Madrid,1988,25.3,,37,,,,,,,,,,,,,,,,,,44,0,,,2016,Spanish
Óscar de Marcos,es ESP,DF,Athletic Club,1989,23.9,,40,,,,,,,,,,,,,,,,,,36,0,,,2016,Spanish
José María Giménez,uy URU,"DF,MF",Atlético Madrid,1995,11.3,,31,,,,,,,,,,,,,,,,,,32,0,,,2016,Spanish
Mariano,br BRA,"DF,MF",Sevilla,1986,29.4,,55,,,,,,,,,,,,,,,,,,43,0,,,2016,Spanish
Mariano,do DOM,FW,Real Madrid,1993,1.4,,0,,,,,,,,,,,,,,,,,,0,0,,,2016,Spanish
Adrián Marín,es ESP,DF,Leganés,1997,10.1,,17,,,,,,,,,,,,,,,,,,17,0,,,2016,Spanish
Diego Mariño,es ESP,GK,Sporting Gijón,1990,2,,0,,,,,,,,,,,,,,,,,,0,0,,,2016,Spanish
Marlon,br BRA,DF,Barcelona,1995,2,,2,,,,,,,,,,,,,,,,,,2,0,,,2016,Spanish
Iván Márquez,es ESP,DF,Osasuna,1994,4,,5,,,,,,,,,,,,,,,,,,5,0,,,2016,Spanish
Javi Márquez,es ESP,MF,Granada,1986,4.4,,5,,,,,,,,,,,,,,,,,,12,0,,,2016,Spanish
Aarón Martín,es ESP,DF,Espanyol,1997,28.8,,50,,,,,,,,,,,,,,,,,,52,0,,,2016,Spanish
Alberto Martín,es ESP,MF,Leganés,1989,13.2,,26,,,,,,,,,,,,,,,,,,32,0,,,2016,Spanish
Jonas Martin,fr FRA,MF,Betis,1990,12.7,,11,,,,,,,,,,,,,,,,,,13,0,,,2016,Spanish
Álex Martínez,es ESP,DF,Betis,1990,10.8,,13,,,,,,,,,,,,,,,,,,18,0,,,2016,Spanish
Carlos Martínez,es ESP,DF,Real Sociedad,1986,9.6,,13,,,,,,,,,,,,,,,,,,22,0,,,2016,Spanish
Iñigo Martínez,es ESP,DF,Real Sociedad,1991,33.3,,30,,,,,,,,,,,,,,,,,,60,0,,,2016,Spanish
Luís Martins,pt POR,DF,Granada,1992,0.8,,2,,,,,,,,,,,,,,,,,,1,0,,,2016,Spanish
Javier Mascherano,ar ARG,DF,Barcelona,1984,21.4,,38,,,,,,,,,,,,,,,,,,43,0,,,2016,Spanish
Jérémy Mathieu,fr FRA,DF,Barcelona,1983,11.5,,12,,,,,,,,,,,,,,,,,,16,0,,,2016,Spanish
Carl Medjani,dz ALG,DF,Leganés,1985,6.6,,4,,,,,,,,,,,,,,,,,,14,0,,,2016,Spanish
Álvaro Medrán,es ESP,MF,Valencia,1994,10.6,,14,,,,,,,,,,,,,,,,,,9,0,,,2016,Spanish
Óscar Melendo,es ESP,MF,Espanyol,1997,3.5,,5,,,,,,,,,,,,,,,,,,1,0,,,2016,Spanish
Tiago Mendes,pt POR,MF,Atlético Madrid,1981,5.1,,6,,,,,,,,,,,,,,,,,,18,0,,,2016,Spanish
Edgar Mendez,es ESP,MF,Alavés,1990,17.8,,,,,,,,,,,,,,,,,,,,,0,,,2016,Spanish
Gabriel Mercado,ar ARG,DF,Sevilla,1987,24.3,,46,,,,,,,,,,,,,,,,,,47,0,,,2016,Spanish
Jorge Meré,es ESP,DF,Sporting Gijón,1997,30.8,,39,,,,,,,,,,,,,,,,,,66,0,,,2016,Spanish
Fran Mérida,es ESP,MF,Osasuna,1990,9.1,,25,,,,,,,,,,,,,,,,,,14,0,,,2016,Spanish
Sabin Merino,es ESP,"FW,MF",Athletic Club,1992,5.4,,9,,,,,,,,,,,,,,,,,,3,0,,,2016,Spanish
Roque Mesa,es ESP,MF,Las Palmas,1989,33.7,,36,,,,,,,,,,,,,,,,,,40,0,,,2016,Spanish
Lionel Messi,ar ARG,FW,Barcelona,1987,31.4,,15,,,,,,,,,,,,,,,,,,7,0,,,2016,Spanish
Michel,br BRA,DF,Las Palmas,1990,23.1,,28,,,,,,,,,,,,,,,,,,25,0,,,2016,Spanish
Santi Mina,es ESP,"FW,MF",Valencia,1995,15.7,,24,,,,,,,,,,,,,,,,,,8,0,,,2016,Spanish
Rafa Mir,es ESP,FW,Valencia,1997,0.1,,0,,,,,,,,,,,,,,,,,,0,0,,,2016,Spanish
Luka Modrić,hr CRO,MF,Real Madrid,1985,20.9,,25,,,,,,,,,,,,,,,,,,42,0,,,2016,Spanish
Momo,es ESP,"MF,FW",Las Palmas,1982,13.8,,24,,,,,,,,,,,,,,,,,,13,0,,,2016,Spanish
Ángel Montoro,es ESP,MF,Las Palmas,1988,12.3,,20,,,,,,,,,,,,,,,,,,25,0,,,2016,Spanish
Martín Montoya,es ESP,DF,Valencia,1991,24.6,,71,,,,,,,,,,,,,,,,,,65,0,,,2016,Spanish
Walter Montoya,ar ARG,FW,Sevilla,1993,1.3,,1,,,,,,,,,,,,,,,,,,4,0,,,2016,Spanish
Erik Morán,es ESP,MF,Leganés,1991,10.5,,18,,,,,,,,,,,,,,,,,,18,0,,,2016,Spanish
Álvaro Morata,es ESP,FW,Real Madrid,1992,14.8,,13,,,,,,,,,,,,,,,,,,3,0,,,2016,Spanish
Gerard Moreno,es ESP,FW,Espanyol,1992,36.3,,40,,,,,,,,,,,,,,,,,,29,0,,,2016,Spanish
Marlos Moreno,co COL,"MF,FW",La Coruña,1996,8.8,,18,,,,,,,,,,,,,,,,,,12,0,,,2016,Spanish
Pedro Mosquera,es ESP,MF,La Coruña,1988,17.4,,41,,,,,,,,,,,,,,,,,,52,0,,,2016,Spanish
Iker Muniain,es ESP,MF,Athletic Club,1992,26.6,,28,,,,,,,,,,,,,,,,,,16,0,,,2016,Spanish
Luis Muñoz,es ESP,DF,Málaga,1997,4.3,,8,,,,,,,,,,,,,,,,,,5,0,,,2016,Spanish
Mateo Musacchio,ar ARG,DF,Villarreal,1990,22.9,,35,,,,,,,,,,,,,,,,,,34,0,,,2016,Spanish
Charly Musonda Jr.,be BEL,MF,Betis,1996,2.9,,7,,,,,,,,,,,,,,,,,,2,0,,,2016,Spanish
Shkodran Mustafi,de GER,DF,Valencia,1992,0.5,,2,,,,,,,,,,,,,,,,,,4,0,,,2016,Spanish
Alfred N'Diaye,sn SEN,MF,Villarreal,1990,1.3,,2,,,,,,,,,,,,,,,,,,2,0,,,2016,Spanish
Nacho,es ESP,DF,Real Madrid,1990,25.6,,47,,,,,,,,,,,,,,,,,,45,0,,,2016,Spanish
Matías Nahuel,es ESP,MF,Betis,1996,1.8,,4,,,,,,,,,,,,,,,,,,2,0,,,2016,Spanish
Nani,pt POR,"MF,FW",Valencia,1986,20.7,,19,,,,,,,,,,,,,,,,,,26,0,,,2016,Spanish
Nano,es ESP,FW,Eibar,1995,1.8,,0,,,,,,,,,,,,,,,,,,0,0,,,2016,Spanish
Samir Nasri,fr FRA,"MF,FW",Sevilla,1987,20.4,,21,,,,,,,,,,,,,,,,,,14,0,,,2016,Spanish
Fernando Navarro,es ESP,DF,La Coruña,1982,22.8,,35,,,,,,,,,,,,,,,,,,45,0,,,2016,Spanish
Marc Navarro,es ESP,DF,Espanyol,1995,8.7,,13,,,,,,,,,,,,,,,,,,16,0,,,2016,Spanish
Rafa Navarro,es ESP,DF,Betis,1994,14.2,,21,,,,,,,,,,,,,,,,,,12,0,,,2016,Spanish
Keylor Navas,cr CRC,GK,Real Madrid,1986,27,,1,,,,,,,,,,,,,,,,,,2,0,,,2016,Spanish
Raúl Navas,es ESP,DF,Real Sociedad,1988,31.1,,26,,,,,,,,,,,,,,,,,,81,0,,,2016,Spanish
Dani Ndi,cm CMR,MF,Sporting Gijón,1995,1.7,,3,,,,,,,,,,,,,,,,,,2,0,,,2016,Spanish
Neymar,br BRA,FW,Barcelona,1992,29.4,,31,,,,,,,,,,,,,,,,,,13,0,,,2016,Spanish
Saúl Ñíguez,es ESP,MF,Atlético Madrid,1994,28.2,,68,,,,,,,,,,,,,,,,,,60,0,,,2016,Spanish
Steven Nzonzi,fr FRA,MF,Sevilla,1988,34,,46,,,,,,,,,,,,,,,,,,37,0,,,2016,Spanish
Jan Oblak,si SVN,GK,Atlético Madrid,1993,29.4,,0,,,,,,,,,,,,,,,,,,1,0,,,2016,Spanish
Guillermo Ochoa,mx MEX,GK,Granada,1985,38,,1,,,,,,,,,,,,,,,,,,3,0,,,2016,Spanish
Álvaro Odriozola,es ESP,DF,Real Sociedad,1995,14.2,,11,,,,,,,,,,,,,,,,,,12,0,,,2016,Spanish
Miguel Olavide,es ESP,"MF,DF",Osasuna,1996,5.6,,12,,,,,,,,,,,,,,,,,,9,0,,,2016,Spanish
Weligton Oliveira,br BRA,DF,Málaga,1979,1,,4,,,,,,,,,,,,,,,,,,3,0,,,2016,Spanish
Javier Ontiveros,es ESP,MF,Málaga,1997,9.2,,16,,,,,,,,,,,,,,,,,,6,0,,,2016,Spanish
Fabián Orellana,cl CHI,"MF,FW",Celta Vigo,1986,5.8,,5,,,,,,,,,,,,,,,,,,9,0,,,2016,Spanish
Fabián Orellana,cl CHI,"MF,FW",Valencia,1986,12.6,,13,,,,,,,,,,,,,,,,,,13,0,,,2016,Spanish
Adrián Ortolá,es ESP,GK,Alavés,1993,2,,0,,,,,,,,,,,,,,,,,,0,0,,,2016,Spanish
Antonio Otegui,es ESP,MF,Osasuna,1998,0.6,,0,,,,,,,,,,,,,,,,,,1,0,,,2016,Spanish
Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,1997,30.2,,22,,,,,,,,,,,,,,,,,,22,0,,,2016,Spanish
Fernando Pacheco,es ESP,GK,Alavés,1992,36,,1,,,,,,,,,,,,,,,,,,2,0,,,2016,Spanish
Asdrúbal Padrón,es ESP,"FW,MF",Las Palmas,1991,0.4,,0,,,,,,,,,,,,,,,,,,0,0,,,2016,Spanish
Aleksandar Pantić,rs SRB,DF,Alavés,1992,1.7,,2,,,,,,,,,,,,,,,,,,3,0,,,2016,Spanish
Rubén Pardo,es ESP,MF,Real Sociedad,1992,1.8,,1,,,,,,,,,,,,,,,,,,2,0,,,2016,Spanish
Rubén Pardo,es ESP,MF,Betis,1992,14,,15,,,,,,,,,,,,,,,,,,24,0,,,2016,Spanish
Nicolás Pareja,ar ARG,DF,Sevilla,1984,23.9,,34,,,,,,,,,,,,,,,,,,76,0,,,2016,Spanish
Daniel Parejo,es ESP,MF,Valencia,1989,35.4,,68,,,,,,,,,,,,,,,,,,41,0,,,2016,Spanish
Thomas Partey,gh GHA,"MF,DF",Atlético Madrid,1993,7.1,,16,,,,,,,,,,,,,,,,,,19,0,,,2016,Spanish
Alexandre Pato,br BRA,FW,Villarreal,1989,9.7,,5,,,,,,,,,,,,,,,,,,5,0,,,2016,Spanish
Rubén Peña,es ESP,"MF,FW",Eibar,1991,11.9,,13,,,,,,,,,,,,,,,,,,15,0,,,2016,Spanish
Adalberto Peñaranda,ve VEN,FW,Málaga,1997,1.9,,4,,,,,,,,,,,,,,,,,,0,0,,,2016,Spanish
Pepe,pt POR,DF,Real Madrid,1983,12,,9,,,,,,,,,,,,,,,,,,19,0,,,2016,Spanish
Luis Perea,es ESP,MF,Osasuna,1997,0.2,,0,,,,,,,,,,,,,,,,,,1,0,,,2016,Spanish
Andreas Pereira,br BRA,MF,Granada,1996,31.2,,28,,,,,,,,,,,,,,,,,,31,0,,,2016,Spanish
Enzo Pérez,ar ARG,MF,Valencia,1986,24.3,,63,,,,,,,,,,,,,,,,,,58,0,,,2016,Spanish
Hernán Pérez,py PAR,MF,Espanyol,1989,19.8,,37,,,,,,,,,,,,,,,,,,30,0,,,2016,Spanish
Lucas Pérez,es ESP,FW,La Coruña,1988,1,,0,,,,,,,,,,,,,,,,,,0,0,,,2016,Spanish
Nauzet Pérez,es ESP,GK,Osasuna,1985,13,,0,,,,,,,,,,,,,,,,,,2,0,,,2016,Spanish
Rubén Pérez,es ESP,MF,Leganés,1989,25.9,,58,,,,,,,,,,,,,,,,,,67,0,,,2016,Spanish
Petros,br BRA,MF,Betis,1989,23.8,,78,,,,,,,,,,,,,,,,,,52,0,,,2016,Spanish
Germán Pezzella,ar ARG,DF,Betis,1991,34.4,,50,,,,,,,,,,,,,,,,,,100,0,,,2016,Spanish
Pablo Piatti,ar ARG,MF,Espanyol,1989,25.8,,37,,,,,,,,,,,,,,,,,,27,0,,,2016,Spanish
Cristiano Piccini,it ITA,DF,Betis,1992,19.3,,28,,,,,,,,,,,,,,,,,,21,0,,,2016,Spanish
Óscar Pinchi,es ESP,MF,La Coruña,1996,0,,,,,,,,,,,,,,,,,,,,,0,,,2016,Spanish
Gerard Piqué,es ESP,DF,Barcelona,1987,24.3,,30,,,,,,,,,,,,,,,,,,36,0,,,2016,Spanish
Carles Planas,es ESP,DF,Celta Vigo,1991,10.5,,32,,,,,,,,,,,,,,,,,,24,0,,,2016,Spanish
Ezequiel Ponce,ar ARG,FW,Granada,1997,12.7,,5,,,,,,,,,,,,,,,,,,4,0,,,2016,Spanish
Xabi Prieto,es ESP,MF,Real Sociedad,1983,31.3,,24,,,,,,,,,,,,,,,,,,23,0,,,2016,Spanish
Nemanja Radoja,rs SRB,MF,Celta Vigo,1993,26.9,,52,,,,,,,,,,,,,,,,,,41,0,,,2016,Spanish
Juan Rafael Fuentes,es ESP,DF,Osasuna,1990,14.2,,15,,,,,,,,,,,,,,,,,,22,0,,,2016,Spanish
Rafinha,br BRA,MF,Barcelona,1993,11.9,,22,,,,,,,,,,,,,,,,,,15,0,,,2016,Spanish
Ivan Rakitić,hr CRO,MF,Barcelona,1988,26,,37,,,,,,,,,,,,,,,,,,35,0,,,2016,Spanish
Adil Rami,fr FRA,DF,Sevilla,1985,19.8,,15,,,,,,,,,,,,,,,,,,32,0,,,2016,Spanish
Benito Ramírez,es ESP,MF,Las Palmas,1995,0.2,,0,,,,,,,,,,,,,,,,,,1,0,,,2016,Spanish
Sandro Ramírez,es ESP,FW,Málaga,1995,25.6,,12,,,,,,,,,,,,,,,,,,13,0,,,2016,Spanish
Iván Ramis,es ESP,DF,Eibar,1984,19.1,,11,,,,,,,,,,,,,,,,,,52,0,,,2016,Spanish
Adrián Ramos,co COL,FW,Granada,1986,12.5,,4,,,,,,,,,,,,,,,,,,3,0,,,2016,Spanish
Omar Ramos,es ESP,MF,Leganés,1988,10.7,,20,,,,,,,,,,,,,,,,,,9,0,,,2016,Spanish
Sergio Ramos,es ESP,DF,Real Madrid,1986,27.6,,33,,,,,,,,,,,,,,,,,,60,0,,,2016,Spanish
Recio,es ESP,MF,Málaga,1991,15,,33,,,,,,,,,,,,,,,,,,16,0,,,2016,Spanish
Diego Reyes,mx MEX,DF,Espanyol,1992,32.1,,30,,,,,,,,,,,,,,,,,,73,0,,,2016,Spanish
Federico Ricca,uy URU,DF,Málaga,1994,18,,35,,,,,,,,,,,,,,,,,,41,0,,,2016,Spanish
Diego Rico,es ESP,DF,Leganés,1993,24.6,,61,,,,,,,,,,,,,,,,,,66,0,,,2016,Spanish
Fran Rico,es ESP,MF,Eibar,1987,13.6,,30,,,,,,,,,,,,,,,,,,33,0,,,2016,Spanish
Mikel Rico,es ESP,MF,Athletic Club,1984,5.5,,6,,,,,,,,,,,,,,,,,,9,0,,,2016,Spanish
Sergio Rico,es ESP,GK,Sevilla,1993,35,,0,,,,,,,,,,,,,,,,,,4,0,,,2016,Spanish
Oriol Riera,es ESP,FW,Osasuna,1986,16.2,,14,,,,,,,,,,,,,,,,,,8,0,,,2016,Spanish
Asier Riesgo,es ESP,GK,Eibar,1983,13.9,,0,,,,,,,,,,,,,,,,,,0,0,,,2016,Spanish
Cristian Rivera,es ESP,MF,Eibar,1997,8.1,,14,,,,,,,,,,,,,,,,,,21,0,,,2016,Spanish
Emmanuel Rivière,fr FRA,"FW,MF",Osasuna,1990,8.9,,6,,,,,,,,,,,,,,,,,,4,0,,,2016,Spanish
Roberto,es ESP,GK,Espanyol,1986,3.4,,0,,,,,,,,,,,,,,,,,,0,0,,,2016,Spanish
Sergi Roberto,es ESP,DF,Barcelona,1992,26.5,,44,,,,,,,,,,,,,,,,,,49,0,,,2016,Spanish
Marc Roca,es ESP,MF,Espanyol,1996,14.8,,27,,,,,,,,,,,,,,,,,,17,0,,,2016,Spanish
Rodri,es ESP,MF,Villarreal,1996,9.6,,31,,,,,,,,,,,,,,,,,,19,0,,,2016,Spanish
Rodrigo,es ESP,"FW,MF",Valencia,1991,15.4,,11,,,,,,,,,,,,,,,,,,4,0,,,2016,Spanish
Kévin Rodrigues,pt POR,DF,Real Sociedad,1994,1.2,,0,,,,,,,,,,,,,,,,,,2,0,,,2016,Spanish
James Rodríguez,co COL,"MF,FW",Real Madrid,1991,13.1,,18,,,,,,,,,,,,,,,,,,11,0,,,2016,Spanish
José Rodríguez,es ESP,MF,Málaga,1994,5,,10,,,,,,,,,,,,,,,,,,6,0,,,2016,Spanish
Juan Rodríguez,es ESP,DF,Sporting Gijón,1995,2.6,,2,,,,,,,,,,,,,,,,,,4,0,,,2016,Spanish
